Kreis-Id; Stadt;Winterweizen;Roggen und Wintermenggetreide;Wintergerste;Sommergerste;Hafer;Triticale;Kartoffeln;Zuckerrüben;Winterraps;Silomais
08222;      Mannheim, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08225;      Neckar-Odenwald-Kreis, Landkreis;65,8;53,6;57,9;45,7;47,3;61,9;422,5;630,9;31;441,5
08226;      Rhein-Neckar-Kreis, Landkreis;64,5;49,7;60,8;48,9;48,6;54,4;421,2;659;29;460,4
08231;      Pforzheim, Stadtkreis;.;.;.;.;.;-;.;-;.;.
08235;      Calw, Landkreis;63,6;47,6;55,5;51,9;52,5;54,5;341,5;.;34,9;457,9
08236;      Enzkreis, Landkreis;62,6;55,6;58,8;51,3;55;.;346,4;594,7;31,1;498,4
08237;      Freudenstadt, Landkreis;65;51,3;57,7;48;54,8;55,6;368,7;-;32,9;444,1
08311;      Freiburg im Breisgau, Stadtkreis;.;.;.;.;.;.;.;.;-;.
08315;      Breisgau-Hochschwarzwald, Landkreis;65,4;51,8;56,7;47,4;50;60,3;404,5;643,6;35,4;473,1
08316;      Emmendingen, Landkreis;59;42,6;51,1;53,2;46,4;54,9;420,4;651,9;.;513,5
08317;      Ortenaukreis, Landkreis;62,3;43,4;56;51,9;49,6;49,6;355,3;.;26;506,8
08325;      Rottweil, Landkreis;70,9;51,4;59,1;50,8;55,6;63,4;382,7;.;37,3;405,4
08326;      Schwarzwald-Baar-Kreis, Landkreis;75,7;57,2;63,5;53,6;57,2;73;371,5;.;39,8;474,4
08327;      Tuttlingen, Landkreis;68;55;58,6;49,3;54,5;63,8;364,7;-;35,6;446,7
08335;      Konstanz, Landkreis;69,8;56,4;58,9;50,6;54,2;61,4;391,9;.;32,8;492,3
08336;      Lörrach, Landkreis;60,2;40,1;51,7;45,3;48,3;58,6;364,4;.;.;467,1
08337;      Waldshut, Landkreis;64;48,3;56,3;48,5;48,7;53,6;413,7;.;35,9;465
08415;      Reutlingen, Landkreis;68,2;57,9;58,8;50,4;53,5;65,7;357,7;.;35,7;419,9
08416;      Tübingen, Landkreis;69,5;59;63,2;54,6;57,7;63,3;324,5;.;32,2;484,7
08417;      Zollernalbkreis, Landkreis;65,9;54,2;59,7;48;54,2;61,6;327,1;.;37,4;467,8
08421;      Ulm, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08425;      Alb-Donau-Kreis, Landkreis;74;58,2;62,9;53,3;55,1;69,4;379,6;625,6;36,4;471,2
08426;      Biberach, Landkreis;75,8;64,2;66,1;55,8;58,8;72,2;451,2;632,1;36,6;498,1
08435;      Bodenseekreis, Landkreis;70,6;58,5;62,8;53,1;56,6;65,2;450,7;618,5;36;487,8
08436;      Ravensburg, Landkreis;74,5;58;64,2;53,8;60,3;68,7;415,2;.;36,5;484,8
08437;      Sigmaringen, Landkreis;75,2;56,6;63,7;53,5;56,8;66,2;434,6;.;36,4;469,3
1999;;;;;;;;;;;
08111;      Stuttgart, Stadtkreis;64,4;.;.;50,5;.;-;276,7;634,8;.;475,8
08115;      Böblingen, Landkreis;61;51,1;56,8;44,7;48,6;57,2;295,3;627,8;32,9;475,4
08116;      Esslingen, Landkreis;57,4;49,6;49,5;45,5;51;55,6;313,7;574;33,8;448,6
08117;      Göppingen, Landkreis;61,9;52,6;54,1;43,3;49,6;58,4;307,3;.;38,2;452,7
08118;      Ludwigsburg, Landkreis;66,3;52;60,7;52,8;54,2;65,2;332,9;693;37,6;485,1
08119;      Rems-Murr-Kreis, Landkreis;56,9;46,2;50,3;45,5;46,6;53,8;293,9;667,5;34,6;481,2
08121;      Heilbronn, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08125;      Heilbronn, Landkreis;64,4;59,4;57,1;53,7;49,8;61;302,4;608,1;34,6;453,3
08126;      Hohenlohekreis, Landkreis;65,8;59,3;56,2;46;50,1;63,9;314,3;601,4;34,2;479,3
08127;      Schwäbisch Hall, Landkreis;61,5;49,8;53,2;46,9;52,4;58,4;269,3;594,5;30,5;473,4
08128;      Main-Tauber-Kreis, Landkreis;66,4;56;57,8;49,4;52,3;61,8;302,7;558,8;34,3;502
08135;      Heidenheim, Landkreis;62,4;51,4;53,5;46,3;49,6;52,8;295,6;616,7;36;476,8
08136;      Ostalbkreis, Landkreis;58;49,6;53,5;47,3;45,3;54,2;298,9;594,1;34,7;465,5
08211;      Baden-Baden, Stadtkreis;.;.;.;.;.;.;.;-;.;.
08212;      Karlsruhe, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08215;      Karlsruhe, Landkreis;61,3;52,2;55,6;47,1;47,8;61,5;309,5;542,6;33,8;444,1
08216;      Rastatt, Landkreis;61,7;51,9;53,9;44;48,3;58;335,3;.;34,9;458,4
08221;      Heidelberg, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08222;      Mannheim, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08225;      Neckar-Odenwald-Kreis, Landkreis;61,8;56,2;53,7;46,1;46,3;56,2;320,7;561;33,4;434,2
08226;      Rhein-Neckar-Kreis, Landkreis;59,8;45,4;53,7;47;44,8;49,2;293,9;568,3;29;446,4
08231;      Pforzheim, Stadtkreis;.;.;.;.;.;-;.;-;.;.
08235;      Calw, Landkreis;58,9;43;53,7;48,2;50,6;51,1;274,3;550;37,3;475,9
08236;      Enzkreis, Landkreis;61,6;54,3;54,8;48,3;49,8;.;280,1;577,9;33;486,6
08237;      Freudenstadt, Landkreis;60,6;50,1;51,2;40,1;47;47,7;265,5;.;35,9;455,5
08311;      Freiburg im Breisgau, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08315;      Breisgau-Hochschwarzwald, Landkreis;61,7;52,6;51,7;41,1;46,3;52;334,5;.;32,1;475
08316;      Emmendingen, Landkreis;55;48,2;46,3;48,4;47,1;51;330,8;.;.;490,3
08317;      Ortenaukreis, Landkreis;59,1;44,3;49,1;46,4;46,9;51,3;292,9;609,8;28,5;468,4
08325;      Rottweil, Landkreis;65,2;48,8;55,9;43,1;53,5;59,3;283;.;36;410,3
08326;      Schwarzwald-Baar-Kreis, Landkreis;64,8;51,6;57,2;47,9;51,6;59,6;259;.;38;468,2
08327;      Tuttlingen, Landkreis;62,2;55,6;50,7;43,4;48;56,1;259,5;.;34,7;485,1
08335;      Konstanz, Landkreis;60,1;52,7;49;39,3;47,1;57,5;261,5;515,4;32,6;431,6
08336;      Lörrach, Landkreis;48,3;46,3;40,6;37,2;40,1;49,9;264,5;.;.;446,3
08337;      Waldshut, Landkreis;54,2;42,4;47,9;41,6;44,6;49,9;259,6;.;33,8;397,2
08415;      Reutlingen, Landkreis;61,4;53,6;52,5;40;47,8;62,1;242,1;.;35,4;517,8
08416;      Tübingen, Landkreis;60,4;53,8;53,9;43,3;51;58,1;254,9;.;32;453,8
08417;      Zollernalbkreis, Landkreis;57,1;46;49;40,5;46,7;59,9;229,6;.;33,1;456,4
08421;      Ulm, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08425;      Alb-Donau-Kreis, Landkreis;68;55,7;56,7;48;52;63,4;278,2;612,6;34,9;475,3
08426;      Biberach, Landkreis;66,4;56,9;57,7;45,9;54;64,1;288,9;641;36,4;469,2
08435;      Bodenseekreis, Landkreis;60,3;53,8;50,6;38,1;50,3;59,3;289,8;549,3;33,2;439,3
08436;      Ravensburg, Landkreis;62,2;50,5;54,2;46,8;52,3;61,2;285,9;.;35,4;411,4
08437;      Sigmaringen, Landkreis;65,3;54;53,7;40,3;51,2;57,4;247,3;.;34,5;406,2
______________;;;;;;;;;;;
